,source,target,count
17421,chr17_6570000_6575000,chr17_6745000_6750000,11
17422,chr17_6570000_6575000,chr17_6750000_6755000,12
17423,chr17_6570000_6575000,chr17_6755000_6760000,11
17424,chr17_6570000_6575000,chr17_6765000_6770000,11
17425,chr17_6570000_6575000,chr17_6770000_6775000,24
17426,chr17_6570000_6575000,chr17_6775000_6780000,19
17427,chr17_6570000_6575000,chr17_6795000_6800000,1014
17428,chr17_6570000_6575000,chr17_6915000_6920000,20
17429,chr17_6585000_6590000,chr17_6655000_6660000,14
17430,chr17_6585000_6590000,chr17_6915000_6920000,12
17431,chr17_66195000_66200000,chr17_66225000_66230000,14
17432,chr17_66255000_66260000,chr17_66375000_66380000,10
17433,chr17_66255000_66260000,chr17_66450000_66455000,10
17434,chr17_66255000_66260000,chr17_66455000_66460000,10
17435,chr17_66505000_66510000,chr17_66535000_66540000,25
17436,chr17_66505000_66510000,chr17_66540000_66545000,17
17437,chr17_66535000_66540000,chr17_66555000_66560000,26
17438,chr17_66535000_66540000,chr17_66560000_66565000,1730
17439,chr17_66535000_66540000,chr17_66580000_66585000,17
17440,chr17_66535000_66540000,chr17_66590000_66595000,1319
17441,chr17_66535000_66540000,chr17_66595000_66600000,1115
17442,chr17_66535000_66540000,chr17_66600000_66605000,11
17443,chr17_66535000_66540000,chr17_66750000_66755000,13
17444,chr17_66535000_66540000,chr17_66755000_66760000,15
17445,chr17_66770000_66775000,chr17_67235000_67240000,10
17446,chr17_6695000_6700000,chr17_6770000_6775000,20
17447,chr17_6700000_6705000,chr17_6775000_6780000,23
17448,chr17_6700000_6705000,chr17_6915000_6920000,14
17449,chr17_67335000_67340000,chr17_67515000_67520000,9
17450,chr17_6740000_6745000,chr17_6795000_6800000,13
17451,chr17_6745000_6750000,chr17_6770000_6775000,2732
17452,chr17_6745000_6750000,chr17_6790000_6795000,15
17453,chr17_6745000_6750000,chr17_6795000_6800000,4734
17454,chr17_6745000_6750000,chr17_6800000_6805000,15
17455,chr17_6745000_6750000,chr17_6805000_6810000,13
17456,chr17_6745000_6750000,chr17_6810000_6815000,13
17457,chr17_6745000_6750000,chr17_6900000_6905000,11
17458,chr17_6745000_6750000,chr17_6915000_6920000,1215
17459,chr17_6750000_6755000,chr17_6770000_6775000,41
17460,chr17_6750000_6755000,chr17_6790000_6795000,2318
17461,chr17_6750000_6755000,chr17_6795000_6800000,3920
17462,chr17_6755000_6760000,chr17_6775000_6780000,84105
17463,chr17_6755000_6760000,chr17_6780000_6785000,28
17464,chr17_6755000_6760000,chr17_6785000_6790000,22
17465,chr17_6755000_6760000,chr17_6790000_6795000,2120
17466,chr17_6755000_6760000,chr17_6795000_6800000,4123
17467,chr17_6755000_6760000,chr17_6805000_6810000,16
17468,chr17_6755000_6760000,chr17_6915000_6920000,20
17469,chr17_6760000_6765000,chr17_6795000_6800000,17
17470,chr17_6770000_6775000,chr17_6795000_6800000,3338
17471,chr17_6770000_6775000,chr17_6915000_6920000,15
17472,chr17_67725000_67730000,chr17_67805000_67810000,17
17473,chr17_6775000_6780000,chr17_6795000_6800000,7450
17474,chr17_6775000_6780000,chr17_6910000_6915000,16
17475,chr17_6775000_6780000,chr17_6915000_6920000,2525
17476,chr17_67755000_67760000,chr17_67805000_67810000,3420
17477,chr17_67760000_67765000,chr17_67805000_67810000,1617
17478,chr17_6815000_6820000,chr17_6900000_6905000,12
17479,chr17_685000_690000,chr17_875000_880000,14
17480,chr17_685000_690000,chr17_880000_885000,1210
17481,chr17_690000_695000,chr17_765000_770000,15
17482,chr17_690000_695000,chr17_830000_835000,22
17483,chr17_690000_695000,chr17_870000_875000,14
17484,chr17_690000_695000,chr17_875000_880000,1632
17485,chr17_690000_695000,chr17_880000_885000,2018
17486,chr17_690000_695000,chr17_885000_890000,13
17487,chr17_690000_695000,chr17_890000_895000,1412
17488,chr17_69210000_69215000,chr17_69430000_69435000,10
17489,chr17_69395000_69400000,chr17_69430000_69435000,18
17490,chr17_69395000_69400000,chr17_69435000_69440000,22
17491,chr17_69395000_69400000,chr17_69455000_69460000,22
17492,chr17_69405000_69410000,chr17_69425000_69430000,37
17493,chr17_69405000_69410000,chr17_69430000_69435000,2339
17494,chr17_69405000_69410000,chr17_69435000_69440000,30
17495,chr17_69405000_69410000,chr17_69455000_69460000,17
17496,chr17_69410000_69415000,chr17_69435000_69440000,31
17497,chr17_69420000_69425000,chr17_69455000_69460000,26
17498,chr17_6945000_6950000,chr17_7115000_7120000,11
17499,chr17_6950000_6955000,chr17_7035000_7040000,13
17500,chr17_6950000_6955000,chr17_7040000_7045000,1316
17501,chr17_6950000_6955000,chr17_7045000_7050000,1211
17502,chr17_6950000_6955000,chr17_7065000_7070000,10
17503,chr17_695000_700000,chr17_880000_885000,13
17504,chr17_69520000_69525000,chr17_69625000_69630000,11
17505,chr17_6955000_6960000,chr17_7035000_7040000,13
17506,chr17_69965000_69970000,chr17_70025000_70030000,14
17507,chr17_700000_705000,chr17_870000_875000,12
17508,chr17_700000_705000,chr17_875000_880000,19
17509,chr17_70110000_70115000,chr17_70535000_70540000,9
17510,chr17_70120000_70125000,chr17_70355000_70360000,10
17511,chr17_70120000_70125000,chr17_70415000_70420000,1011
17512,chr17_70120000_70125000,chr17_70455000_70460000,13
17513,chr17_70120000_70125000,chr17_70460000_70465000,2411
17514,chr17_70120000_70125000,chr17_70465000_70470000,11
17515,chr17_70130000_70135000,chr17_70290000_70295000,11
17516,chr17_70130000_70135000,chr17_70355000_70360000,11
17517,chr17_70130000_70135000,chr17_70400000_70405000,13
17518,chr17_70130000_70135000,chr17_70410000_70415000,13
17519,chr17_70130000_70135000,chr17_70415000_70420000,1412
17520,chr17_70260000_70265000,chr17_70460000_70465000,12
17521,chr17_70290000_70295000,chr17_70415000_70420000,19
17522,chr17_70290000_70295000,chr17_70460000_70465000,15
17523,chr17_70290000_70295000,chr17_70495000_70500000,12
17524,chr17_70350000_70355000,chr17_70460000_70465000,16
17525,chr17_70355000_70360000,chr17_70400000_70405000,23
17526,chr17_70355000_70360000,chr17_70415000_70420000,31
17527,chr17_70355000_70360000,chr17_70420000_70425000,19
17528,chr17_70355000_70360000,chr17_70460000_70465000,1725
17529,chr17_70355000_70360000,chr17_70465000_70470000,20
17530,chr17_70355000_70360000,chr17_70495000_70500000,15
17531,chr17_70360000_70365000,chr17_70400000_70405000,21
17532,chr17_70370000_70375000,chr17_70400000_70405000,21
17533,chr17_70375000_70380000,chr17_70460000_70465000,13
17534,chr17_70380000_70385000,chr17_70460000_70465000,22
17535,chr17_70385000_70390000,chr17_70410000_70415000,27
17536,chr17_70385000_70390000,chr17_70415000_70420000,27
17537,chr17_70385000_70390000,chr17_70420000_70425000,19
17538,chr17_70385000_70390000,chr17_70460000_70465000,1716
17539,chr17_70385000_70390000,chr17_70465000_70470000,15
17540,chr17_70385000_70390000,chr17_70495000_70500000,15
17541,chr17_70390000_70395000,chr17_70460000_70465000,20
17542,chr17_70395000_70400000,chr17_70460000_70465000,25
17543,chr17_70400000_70405000,chr17_70455000_70460000,2324
17544,chr17_70400000_70405000,chr17_70460000_70465000,3235
17545,chr17_70400000_70405000,chr17_70465000_70470000,27
17546,chr17_70400000_70405000,chr17_70535000_70540000,13
17547,chr17_70405000_70410000,chr17_70455000_70460000,28
17548,chr17_70405000_70410000,chr17_70460000_70465000,2255
17549,chr17_70405000_70410000,chr17_70465000_70470000,25
17550,chr17_70405000_70410000,chr17_70495000_70500000,17
17551,chr17_70410000_70415000,chr17_70460000_70465000,2953
17552,chr17_70415000_70420000,chr17_70455000_70460000,2638
17553,chr17_70415000_70420000,chr17_70460000_70465000,4861
17554,chr17_70415000_70420000,chr17_70465000_70470000,25
17555,chr17_70415000_70420000,chr17_70495000_70500000,26
17556,chr17_70420000_70425000,chr17_70455000_70460000,2926
17557,chr17_70420000_70425000,chr17_70460000_70465000,3133
17558,chr17_70425000_70430000,chr17_70460000_70465000,3838
17559,chr17_70435000_70440000,chr17_70460000_70465000,26
17560,chr17_70455000_70460000,chr17_70505000_70510000,19
17561,chr17_70460000_70465000,chr17_70495000_70500000,3847
17562,chr17_70460000_70465000,chr17_70500000_70505000,23
17563,chr17_70460000_70465000,chr17_70505000_70510000,24
17564,chr17_70460000_70465000,chr17_70530000_70535000,18
17565,chr17_70465000_70470000,chr17_70495000_70500000,3339
17566,chr17_70470000_70475000,chr17_70495000_70500000,30
17567,chr17_70555000_70560000,chr17_70580000_70585000,20
17568,chr17_70555000_70560000,chr17_70585000_70590000,25
17569,chr17_70555000_70560000,chr17_70710000_70715000,11
17570,chr17_70575000_70580000,chr17_70685000_70690000,27
17571,chr17_70575000_70580000,chr17_70705000_70710000,15
17572,chr17_70575000_70580000,chr17_70710000_70715000,1220
17573,chr17_70580000_70585000,chr17_70655000_70660000,15
17574,chr17_70580000_70585000,chr17_70665000_70670000,13
17575,chr17_70580000_70585000,chr17_70675000_70680000,12
17576,chr17_70580000_70585000,chr17_70685000_70690000,2720
17577,chr17_70580000_70585000,chr17_70695000_70700000,1415
17578,chr17_70580000_70585000,chr17_70700000_70705000,1318
17579,chr17_70580000_70585000,chr17_70705000_70710000,1515
17580,chr17_70580000_70585000,chr17_70710000_70715000,1831
17581,chr17_70580000_70585000,chr17_71185000_71190000,9
17582,chr17_70580000_70585000,chr17_71225000_71230000,9
17583,chr17_70585000_70590000,chr17_70610000_70615000,25
17584,chr17_70585000_70590000,chr17_70620000_70625000,23
17585,chr17_70585000_70590000,chr17_70655000_70660000,1619
17586,chr17_70585000_70590000,chr17_70680000_70685000,1515
17587,chr17_70585000_70590000,chr17_70685000_70690000,3020
17588,chr17_70585000_70590000,chr17_70700000_70705000,29
17589,chr17_70585000_70590000,chr17_70705000_70710000,17
17590,chr17_70585000_70590000,chr17_70710000_70715000,1927
17591,chr17_70585000_70590000,chr17_70715000_70720000,15
17592,chr17_70600000_70605000,chr17_70710000_70715000,12
17593,chr17_70615000_70620000,chr17_70685000_70690000,17
17594,chr17_70655000_70660000,chr17_70680000_70685000,30
17595,chr17_70655000_70660000,chr17_70685000_70690000,34
17596,chr17_70655000_70660000,chr17_70700000_70705000,18
17597,chr17_70655000_70660000,chr17_70705000_70710000,16
17598,chr17_70655000_70660000,chr17_70710000_70715000,1617
17599,chr17_70680000_70685000,chr17_70700000_70705000,32
17600,chr17_70685000_70690000,chr17_70705000_70710000,46
17601,chr17_70685000_70690000,chr17_70710000_70715000,4339
17602,chr17_70700000_70705000,chr17_71335000_71340000,12
17603,chr17_70710000_70715000,chr17_71185000_71190000,13
17604,chr17_71185000_71190000,chr17_71225000_71230000,1725
17605,chr17_71195000_71200000,chr17_71225000_71230000,17
17606,chr17_7120000_7125000,chr17_7140000_7145000,22
17607,chr17_7120000_7125000,chr17_7145000_7150000,23
17608,chr17_7120000_7125000,chr17_7180000_7185000,15
17609,chr17_71225000_71230000,chr17_71335000_71340000,1920
17610,chr17_71245000_71250000,chr17_71335000_71340000,15
17611,chr17_71245000_71250000,chr17_71365000_71370000,1215
17612,chr17_71250000_71255000,chr17_71365000_71370000,18
17613,chr17_71260000_71265000,chr17_71335000_71340000,16
17614,chr17_71265000_71270000,chr17_71305000_71310000,20
17615,chr17_71265000_71270000,chr17_71335000_71340000,1520
17616,chr17_71270000_71275000,chr17_71335000_71340000,2226
17617,chr17_71275000_71280000,chr17_71335000_71340000,18
17618,chr17_71280000_71285000,chr17_71335000_71340000,32
17619,chr17_71285000_71290000,chr17_71305000_71310000,33
17620,chr17_71285000_71290000,chr17_71330000_71335000,1629
17621,chr17_71285000_71290000,chr17_71335000_71340000,3359
17622,chr17_71290000_71295000,chr17_71330000_71335000,22
17623,chr17_71290000_71295000,chr17_71335000_71340000,34
17624,chr17_71295000_71300000,chr17_71335000_71340000,1826
17625,chr17_71300000_71305000,chr17_71330000_71335000,30
17626,chr17_71300000_71305000,chr17_71335000_71340000,3970
17627,chr17_71305000_71310000,chr17_71325000_71330000,2763
17628,chr17_71305000_71310000,chr17_71330000_71335000,3658
17629,chr17_71305000_71310000,chr17_71335000_71340000,97132
17630,chr17_71305000_71310000,chr17_71340000_71345000,26
17631,chr17_71305000_71310000,chr17_71365000_71370000,19
17632,chr17_71310000_71315000,chr17_71330000_71335000,3445
17633,chr17_71310000_71315000,chr17_71335000_71340000,4379
17634,chr17_71315000_71320000,chr17_71335000_71340000,39
17635,chr17_71335000_71340000,chr17_71365000_71370000,27
17636,chr17_7135000_7140000,chr17_7160000_7165000,2736
17637,chr17_7145000_7150000,chr17_7180000_7185000,25
17638,chr17_7145000_7150000,chr17_7210000_7215000,17
17639,chr17_7180000_7185000,chr17_7205000_7210000,22
17640,chr17_7180000_7185000,chr17_7210000_7215000,1622
17641,chr17_7180000_7185000,chr17_7250000_7255000,14
17642,chr17_72375000_72380000,chr17_72425000_72430000,20
17643,chr17_72375000_72380000,chr17_72450000_72455000,12
17644,chr17_7250000_7255000,chr17_7335000_7340000,16
17645,chr17_7250000_7255000,chr17_7340000_7345000,16
17646,chr17_7255000_7260000,chr17_7305000_7310000,19
17647,chr17_7255000_7260000,chr17_7335000_7340000,19
17648,chr17_7255000_7260000,chr17_7340000_7345000,11
17649,chr17_7255000_7260000,chr17_7380000_7385000,12
17650,chr17_7255000_7260000,chr17_7460000_7465000,10
17651,chr17_7255000_7260000,chr17_7475000_7480000,15
17652,chr17_72740000_72745000,chr17_72770000_72775000,18
17653,chr17_72740000_72745000,chr17_72780000_72785000,18
17654,chr17_72740000_72745000,chr17_72865000_72870000,15
17655,chr17_72755000_72760000,chr17_72940000_72945000,12
17656,chr17_72920000_72925000,chr17_72940000_72945000,31
17657,chr17_72920000_72925000,chr17_72950000_72955000,2321
17658,chr17_73030000_73035000,chr17_73090000_73095000,17
17659,chr17_73030000_73035000,chr17_73200000_73205000,12
17660,chr17_73040000_73045000,chr17_73105000_73110000,14
17661,chr17_73040000_73045000,chr17_73110000_73115000,15
17662,chr17_73040000_73045000,chr17_73120000_73125000,17
17663,chr17_73040000_73045000,chr17_73155000_73160000,14
17664,chr17_73040000_73045000,chr17_73200000_73205000,16
17665,chr17_7305000_7310000,chr17_7335000_7340000,23
17666,chr17_73065000_73070000,chr17_73155000_73160000,13
17667,chr17_73065000_73070000,chr17_73200000_73205000,11
17668,chr17_73105000_73110000,chr17_73165000_73170000,18
17669,chr17_73105000_73110000,chr17_73200000_73205000,13
17670,chr17_73110000_73115000,chr17_73155000_73160000,20
17671,chr17_73110000_73115000,chr17_73165000_73170000,1614
17672,chr17_73115000_73120000,chr17_73155000_73160000,32
17673,chr17_73120000_73125000,chr17_73155000_73160000,33
17674,chr17_73130000_73135000,chr17_73150000_73155000,36
17675,chr17_73135000_73140000,chr17_73155000_73160000,35
17676,chr17_73145000_73150000,chr17_73165000_73170000,30
17677,chr17_73155000_73160000,chr17_73175000_73180000,30
17678,chr17_73155000_73160000,chr17_73180000_73185000,24
17679,chr17_73155000_73160000,chr17_73200000_73205000,23
17680,chr17_73235000_73240000,chr17_73255000_73260000,23
17681,chr17_73255000_73260000,chr17_73280000_73285000,17
17682,chr17_73255000_73260000,chr17_73405000_73410000,11
17683,chr17_73255000_73260000,chr17_73410000_73415000,14
17684,chr17_73305000_73310000,chr17_73395000_73400000,12
17685,chr17_73320000_73325000,chr17_73395000_73400000,16
17686,chr17_73320000_73325000,chr17_73405000_73410000,11
17687,chr17_73325000_73330000,chr17_73360000_73365000,18
17688,chr17_73325000_73330000,chr17_73385000_73390000,1313
17689,chr17_73325000_73330000,chr17_73395000_73400000,12
17690,chr17_73345000_73350000,chr17_73390000_73395000,15
17691,chr17_7335000_7340000,chr17_7380000_7385000,23
17692,chr17_73360000_73365000,chr17_73380000_73385000,29
17693,chr17_73360000_73365000,chr17_73385000_73390000,23
17694,chr17_73360000_73365000,chr17_73390000_73395000,24
17695,chr17_7340000_7345000,chr17_7380000_7385000,25
17696,chr17_7340000_7345000,chr17_7385000_7390000,34
17697,chr17_7340000_7345000,chr17_7390000_7395000,26
17698,chr17_73420000_73425000,chr17_73450000_73455000,27
17699,chr17_73420000_73425000,chr17_73480000_73485000,1115
17700,chr17_73420000_73425000,chr17_73490000_73495000,14
17701,chr17_73420000_73425000,chr17_73495000_73500000,15
17702,chr17_73420000_73425000,chr17_73505000_73510000,2018
17703,chr17_73420000_73425000,chr17_73510000_73515000,15
17704,chr17_73425000_73430000,chr17_73450000_73455000,2131
17705,chr17_73425000_73430000,chr17_73465000_73470000,16
17706,chr17_73425000_73430000,chr17_73480000_73485000,15
17707,chr17_73425000_73430000,chr17_73490000_73495000,14
17708,chr17_73425000_73430000,chr17_73510000_73515000,17
17709,chr17_73425000_73430000,chr17_73520000_73525000,13
17710,chr17_7345000_7350000,chr17_7375000_7380000,18
17711,chr17_7345000_7350000,chr17_7380000_7385000,1630
17712,chr17_7345000_7350000,chr17_7385000_7390000,17
17713,chr17_7350000_7355000,chr17_7375000_7380000,22
17714,chr17_7350000_7355000,chr17_7380000_7385000,1719
17715,chr17_7355000_7360000,chr17_7380000_7385000,24
17716,chr17_7360000_7365000,chr17_7380000_7385000,31
17717,chr17_73660000_73665000,chr17_73740000_73745000,12
17718,chr17_73670000_73675000,chr17_73690000_73695000,32
17719,chr17_73670000_73675000,chr17_73715000_73720000,14
17720,chr17_73670000_73675000,chr17_73730000_73735000,18
17721,chr17_73670000_73675000,chr17_73740000_73745000,18
17722,chr17_73670000_73675000,chr17_73745000_73750000,1212
17723,chr17_73675000_73680000,chr17_73695000_73700000,3057
17724,chr17_73675000_73680000,chr17_73700000_73705000,27
17725,chr17_73675000_73680000,chr17_73705000_73710000,31
17726,chr17_73675000_73680000,chr17_73720000_73725000,1520
17727,chr17_73675000_73680000,chr17_73730000_73735000,17
17728,chr17_73675000_73680000,chr17_73740000_73745000,17
17729,chr17_73675000_73680000,chr17_73745000_73750000,1416
17730,chr17_73680000_73685000,chr17_73705000_73710000,28
17731,chr17_73680000_73685000,chr17_73710000_73715000,27
17732,chr17_73680000_73685000,chr17_73715000_73720000,36
17733,chr17_73680000_73685000,chr17_73720000_73725000,21
17734,chr17_73680000_73685000,chr17_73730000_73735000,19
